Latitude,Longitude,Distrito,Concelho,Mes,Dia,temp_12h,rh_12h,ws_12h,pr_dia,FFMC,ISI,DMC,DC,BUI,FWI,DSR,incendio
40.6647119998932,-8.32018500010173,Aveiro,Sever do Vouga,8,8,21.4,50,5.7,0.0,86.9395,3.6857,8.3225,21.856,8.5273,3.5803,0.260026,1
38.6741919999652,-9.05281499995126,Setúbal,Barreiro,7,15,32.9,24,3.4,0.0,93.5701,8.4335,12.0687,24.626,11.9721,9.5508,1.476532,1
40.5211111111111,-8.54638888888889,Aveiro,Oliveira do Bairro,1,12,7.9,61,4.3,0.0,85.0477,2.6343,6.4321,16.126,6.4412,1.8763,0.082857,1
41.2299480003781,-8.66771800001462,Porto,Maia,4,7,16.9,42,25.9,0.0,87.6853,11.3448,8.531,18.996,8.4767,10.4673,1.73652,1
40.7447499995761,-8.50006800000038,Aveiro,Albergaria-a-velha,3,26,15.9,59,10.7,0.0,85.1492,3.6881,7.1881,17.566,7.1775,3.2338,0.217155,1
40.92263299995,-7.70613199975756,Viseu,Vila Nova de Paiva,8,27,26.2,45,8.3,0.0,88.5765,5.3102,9.0998,22.72,9.0992,5.471,0.550741,0
40.3955555555556,-7.70388888888889,Guarda,Seia,1,27,11.4,68,1.5,0.1,84.773,2.2031,6.4924,16.756,6.5957,1.3363,0.045436,0
41.6506399999724,-8.45867999977536,Braga,Vila Verde,7,28,25.5,44,10.3,0.0,88.6618,5.9457,9.4984,23.294,9.4894,6.2358,0.694265,1
40.6683333333333,-8.29888888888889,Aveiro,Sever do Vouga,8,23,32.5,33,1.1,0.0,91.4584,5.58,10.6475,23.854,10.5956,6.2133,0.689848,0
41.5919070000119,-8.00041699998908,Braga,Cabeceiras de Basto,1,1,8.8,54,6.5,0.0,85.0477,2.9432,6.5606,16.288,6.5574,2.2642,0.115552,0
41.0361890000767,-8.07366999997033,Viseu,Cinfães,8,14,20.2,51,9.4,0.0,86.7033,4.2946,8.1547,21.64,8.3979,4.2096,0.346316,0
40.58,-7.25111111111111,Guarda,Guarda,3,2,7.3,81,24.7,15.8,93.0317,22.8817,2.6513,1.018,1.9744,11.5329,2.061566,0
39.2457419999441,-8.69602800051371,Santarém,Santarém,8,18,28.5,49,10.0,0.1,88.4069,5.6461,9.1165,23.134,9.1845,5.8369,0.617613,0
38.5602219994863,-9.0645729997423,Setúbal,Seixal,8,10,27.0,42,16.0,0.0,89.402,8.8122,9.3647,22.864,9.3535,8.8329,1.285786,1
40.6425,-8.70111111111111,Aveiro,Ílhavo,3,20,13.1,42,10.8,0.0,86.8712,4.7197,7.4039,17.062,7.3659,4.3392,0.365408,1
41.8319739998711,-7.00037000000477,Bragança,Vinhais,4,4,14.4,40,10.0,0.0,87.3239,4.8351,8.2546,18.546,8.2046,4.7128,0.422927,1
41.2776920000712,-8.54259199990167,Porto,Trofa,4,28,18.2,61,8.3,0.0,85.1669,3.276,7.8248,19.23,7.8168,2.9438,0.183883,0
41.6683333333333,-7.89777777777778,Vila Real,Montalegre,3,20,6.0,56,11.8,0.0,85.0477,3.8442,6.5325,15.784,6.5166,3.2135,0.214742,1
38.8739199998644,-7.16936800003052,Portalegre,Elvas,8,2,25.1,53,4.4,0.6,78.3061,1.2071,8.5422,22.522,8.7693,0.6791,0.013712,1
39.0397329998016,-9.32640000025431,Lisboa,Torres Vedras,7,14,21.6,67,22.0,0.0,85.0477,6.4272,7.7593,22.592,8.3495,6.3002,0.707011,1
41.4555555555556,-8.04111111111111,Braga,Celorico de Basto,3,23,15.0,43,2.6,0.0,86.7846,3.0841,7.5643,17.404,7.5255,2.6554,0.153208,1
39.1846920000182,-9.33327900038825,Lisboa,Torres Vedras,3,22,15.8,58,4.0,0.0,85.2316,2.6615,7.2099,17.548,7.1974,2.0814,0.099558,1
40.8021720000108,-8.14972000016106,Viseu,São Pedro do Sul,2,27,10.3,68,4.4,0.0,84.6557,2.5093,6.5182,16.558,6.5703,1.7519,0.073379,0
41.2347779999839,-8.42825199974908,Porto,Paredes,3,28,18.1,46,16.9,0.0,87.1873,6.7135,7.7673,17.962,7.7309,6.3268,0.712307,1
41.4402777777778,-8.02138888888889,Braga,Celorico de Basto,7,21,24.3,57,6.2,0.0,86.4338,3.5182,8.5651,23.078,8.8857,3.4775,0.246951,1
41.4077777777778,-7.07722222222222,Bragança,Vila FLor,8,5,26.3,41,8.8,0.0,89.2619,6.0088,9.3374,22.738,9.325,6.2433,0.695742,1
41.338988000022,-8.30309799989065,Porto,Lousada,4,2,10.4,47,14.2,0.0,85.9192,4.897,7.4776,17.826,7.4554,4.541,0.396023,0
39.263595000373,-8.71098800023397,Santarém,Santarém,7,16,37.8,19,8.3,0.0,95.9944,15.0598,13.4001,25.508,13.2699,15.9021,3.640353,0
41.6095949999491,-8.52498300022549,Braga,Vila Verde,1,19,9.6,70,11.1,0.5,84.3197,3.3605,6.3952,16.432,6.4828,2.7027,0.158069,1
41.081720000373,-8.47054199986988,Porto,Gondomar,8,21,27.0,51,8.3,0.0,87.7844,4.7402,8.8426,22.864,8.9915,4.8492,0.444844,0
39.4814850001865,-9.09928700023227,Leiria,Alcobaça,7,14,33.2,24,6.2,0.0,93.8235,10.0597,12.1222,24.68,12.0246,11.0807,1.920664,0
38.7163640001085,-9.22830499966939,Lisboa,Oeiras,7,14,28.0,40,12.5,0.0,89.8707,7.901,10.1006,23.744,10.0715,8.3155,1.155514,1
39.9256059996287,-8.36589399973551,Leiria,Ansião,8,15,27.5,43,17.3,0.0,89.3508,9.3399,9.3655,22.954,9.3561,9.2853,1.404655,1
41.1090320004357,-8.06063499980503,Porto,Baião,8,12,25.3,64,6.2,0.0,85.6269,3.1413,7.9621,22.558,8.4595,2.9375,0.183187,1
41.5677369999886,-7.5292970000373,Vila Real,Vila Pouca de Aguiar,3,21,6.0,51,9.4,0.0,85.0477,3.4063,6.593,15.784,6.5728,2.775,0.16563,1
41.3669444444444,-8.12611111111111,Braga,Celorico de Basto,7,31,24.2,49,5.2,0.0,87.5117,3.8995,9.0303,23.06,9.1261,3.9718,0.312442,0
40.8094419998593,-7.63771500004662,Viseu,Sátão,3,29,11.9,64,13.6,0.0,85.0477,4.2091,6.7978,16.846,6.7937,3.6602,0.27038,1
40.9791649998559,-7.86460199991862,Viseu,Castro Daire,3,12,15.2,73,4.3,0.4,84.4839,2.4391,6.7502,17.44,6.8612,1.7279,0.071611,0
38.783785000013,-9.32893500010173,Lisboa,Sintra,7,26,24.7,62,26.1,0.0,85.9386,8.944,8.3025,23.15,8.7552,8.682,1.247169,0
41.6002119999958,-8.50707499980927,Braga,Vila Verde,7,16,31.1,29,14.8,0.0,92.6264,13.1262,11.3693,24.302,11.2949,13.329,2.663553,1
38.7598569997152,-9.3136349995931,Lisboa,Sintra,5,8,18.9,58,11.6,0.0,85.6294,4.1251,8.2114,20.806,8.2665,3.9928,0.31538,1
40.3017620000574,-7.42569000032213,Castelo Branco,Covilhã,7,31,34.2,24,6.5,0.0,94.0669,10.5634,12.3007,24.86,12.1995,11.6065,2.084936,0
41.1771520000034,-8.21747999999258,Porto,Penafiel,3,31,20.6,44,19.2,0.0,87.9393,8.3939,8.0714,18.412,8.0285,7.8975,1.054692,1
41.2154050000509,-8.65441500001483,Porto,Matosinhos,8,3,20.9,65,20.1,0.2,85.0477,5.8404,7.5896,21.766,8.1098,5.665,0.585782,1
38.7889499998093,-9.15484899997711,Lisboa,Lisboa,7,15,31.0,24,9.0,0.0,93.4472,10.9931,11.7295,24.284,11.64,11.732,2.124987,1
40.4489890003204,-7.98695000012716,Viseu,Carregal do Sal,4,20,14.6,65,5.8,8.2,83.6031,2.3388,3.9901,7.425,3.8545,0.9039,0.022745,0
38.5679299999608,-8.89900000042386,Setúbal,Palmela,7,23,28.3,44,5.5,0.0,89.0323,4.9233,9.8667,23.798,9.8497,5.2925,0.519332,0
37.1669444444444,-8.59333333333333,Faro,Portimão,8,3,30.1,38,2.3,0.0,90.1942,4.9498,9.9935,23.422,9.963,5.3537,0.530006,0
41.8874649998877,-6.8018029999733,Bragança,Bragança,3,19,10.6,56,3.3,0.0,85.0477,2.5049,6.8775,16.612,6.8615,1.8123,0.07792,1
41.7763888888889,-7.91694444444444,Vila Real,Montalegre,3,28,14.4,42,16.0,0.0,87.1536,6.3851,7.5324,17.296,7.4927,5.9424,0.637499,1
41.0361890000767,-8.07366999997033,Viseu,Cinfães,1,19,8.2,67,11.6,0.8,69.0759,1.0899,6.3778,16.18,6.4246,0.5252,0.008702,1
41.710876999961,-7.63,Vila Real,Boticas,3,23,13.4,51,3.8,0.0,85.7102,2.816,7.2111,17.116,7.1869,2.2648,0.115601,1
41.1686670000023,-8.50453000015683,Porto,Gondomar,7,11,25.2,60,13.2,0.0,86.238,4.8698,8.4707,23.24,8.8642,4.9471,0.460853,1
40.218620000018,-8.0548800002204,Coimbra,Arganil,3,31,23.2,32,29.9,0.0,90.6308,21.169,8.8167,18.88,8.744,17.2788,4.216637,1
37.3489979998271,-8.44793000009325,Faro,Monchique,8,21,30.6,31,18.3,0.0,92.1939,14.7323,10.5156,23.512,10.4628,14.1112,2.946446,0
40.3802777777778,-8.47916666666667,Aveiro,Mealhada,3,28,21.3,42,17.2,0.0,88.3482,8.0474,8.2146,18.538,8.1666,7.6655,1.00048,1
40.3051679997974,-7.39314199977451,Castelo Branco,Covilhã,1,13,8.8,48,7.1,0.0,85.5645,3.2585,6.6338,16.288,6.6254,2.6301,0.15063,1
41.84,-7.75416666666667,Vila Real,Montalegre,4,8,11.8,55,11.3,0.0,85.157,3.8054,7.4073,18.078,7.3961,3.4167,0.239365,1
40.4977777777778,-7.35972222222222,Guarda,Guarda,7,28,25.5,44,10.1,0.0,88.6567,5.8817,9.4984,23.294,9.4894,6.172,0.681751,0
41.8686111111111,-8.36083333333333,Viana do Castelo,Arcos de Valdevez,3,30,11.6,64,14.2,0.0,85.0477,4.3383,6.7793,16.792,6.775,3.7824,0.286562,0
40.8793470001221,-8.26276499960158,Aveiro,Arouca,3,15,7.3,77,13.9,3.9,72.7079,1.3859,3.6539,12.0181,4.152,0.5516,0.009491,0
38.6446149995592,-9.21157499949137,Setúbal,Almada,8,13,29.8,42,9.2,0.0,89.797,6.6203,9.6999,23.368,9.6824,6.963,0.84395,1
39.878531999588,-8.86166300031874,Leiria,Leiria,7,15,32.0,26,2.6,0.0,92.88,7.3556,11.7526,24.464,11.6655,8.3858,1.17284,1
39.7112010002136,-8.40594399982029,Santarém,Ferreira do Zêzere,7,22,24.8,47,14.1,0.0,88.1373,6.6785,9.2239,23.168,9.2455,6.8622,0.822445,1
41.4838888888889,-7.9975,Braga,Cabeceiras de Basto,3,17,16.0,53,21.3,0.0,85.9455,7.0293,7.37,17.584,7.3482,6.4511,0.737259,1
41.8719444444444,-7.66805555555556,Vila Real,Montalegre,3,25,12.3,56,4.2,0.0,85.0946,2.6381,7.005,16.918,6.9889,2.0063,0.093288,1
40.8818120002747,-7.8234680000941,Viseu,Vila Nova de Paiva,3,1,9.0,83,16.6,36.0,101.0,44.122,2.5067,1.324,1.9061,18.9525,4.966375,0
41.2130679999458,-8.21239000002543,Porto,Marco de Canaveses,8,12,20.5,73,10.6,2.7,75.3588,1.3336,5.1263,21.694,6.4451,0.6436,0.01247,0
37.1230555555556,-8.44444444444444,Faro,Lagoa,7,23,28.9,34,18.8,0.0,91.2689,13.2522,10.6501,23.906,10.5991,13.0629,2.570163,1
40.9770070001814,-8.49580300013224,Aveiro,Santa Maria da Feira,7,30,25.3,59,12.5,0.0,86.3912,4.8038,8.5421,23.258,8.9064,4.8909,0.451629,0
41.7847222222222,-8.85972222222222,Viana do Castelo,Viana do Castelo,5,8,17.8,62,20.1,0.1,85.0477,5.8404,7.8908,20.608,8.0631,5.6488,0.582818,1
41.0668229999973,-8.15443900002374,Viseu,Cinfães,8,16,27.0,33,7.2,0.0,90.7319,6.8423,9.8868,22.864,9.85,7.2366,0.903539,1
39.7576280000475,-7.94674500041538,Castelo Branco,Proença-a-nova,7,24,24.1,38,15.0,0.0,89.4969,8.494,9.6694,23.042,9.6468,8.6792,1.246452,1
41.0539379999373,-8.40852799998389,Porto,Gondomar,5,14,28.7,36,13.8,2.9,87.9834,6.4348,8.8066,20.253,8.7674,6.4592,0.738896,0
41.5402777777778,-8.47527777777778,Braga,Braga,3,10,13.1,85,22.1,9.9,83.2105,5.0523,2.9207,3.1104,2.5491,2.83,0.171483,0
40.7675,-7.11666666666667,Guarda,Pinhel,8,16,21.6,42,12.8,0.0,88.32,6.4211,8.7181,21.892,8.7374,6.4355,0.734105,0
41.3475900003645,-8.26539999961853,Porto,Felgueiras,3,31,21.7,38,21.8,0.0,89.1515,11.3867,8.4096,18.61,8.3525,10.4334,1.726571,1
41.8472222222222,-8.75027777777778,Viana do Castelo,Caminha,4,26,11.9,84,15.4,8.6,82.108,3.1382,3.1349,6.2797,3.033,1.4429,0.052048,0
41.1844079999791,-8.21330300013224,Porto,Marco de Canaveses,7,18,26.0,56,6.5,0.0,86.8359,3.7813,8.8004,23.384,9.0686,3.8235,0.292094,1
41.6986111111111,-8.00611111111111,Vila Real,Montalegre,3,6,8.7,70,19.1,4.5,76.047,2.1346,3.6524,11.2637,4.0343,0.8399,0.019975,0
38.6542999998728,-8.62753000047472,Setúbal,Palmela,8,13,31.5,33,11.5,0.0,91.8504,9.9626,10.5092,23.674,10.4599,10.3115,1.69101,1
41.3278049998813,-8.24464699957106,Porto,Felgueiras,3,19,11.2,54,8.0,0.0,85.1957,3.2397,6.9645,16.72,6.9456,2.6902,0.156781,1
41.0622222222222,-7.855,Viseu,Lamego,3,5,8.8,84,22.3,15.7,91.5763,16.5139,2.6512,1.288,2.0288,8.8419,1.288115,0
41.6045420000288,-8.1163099998898,Braga,Vieira do Minho,5,15,16.6,61,11.2,0.1,85.0477,3.7297,7.8173,20.392,7.9835,3.4905,0.248582,0
38.5221900002162,-8.86532000011868,Setúbal,Setúbal,8,17,29.7,32,16.2,0.0,91.7687,12.4796,10.3238,23.35,10.2765,12.2894,2.30694,1
41.6566666666667,-8.6625,Viana do Castelo,Viana do Castelo,4,8,13.0,95,27.0,25.2,92.2865,23.1386,2.44,3.294,2.1646,11.8916,2.176424,0
41.0451650004917,-8.61618499967787,Porto,Vila Nova de Gaia,3,13,13.4,60,14.9,0.0,85.0477,4.4941,6.9887,17.116,6.9791,3.9978,0.316073,1
40.6675,-6.84722222222222,Guarda,Almeida,8,21,25.8,33,7.0,0.0,90.4675,6.5226,9.7208,22.648,9.6875,6.8702,0.82414,1
41.4870900000466,-8.29885800043742,Braga,Guimarães,4,4,18.0,40,15.2,0.0,88.0344,6.9558,8.7783,19.194,8.7154,6.9237,0.835531,1
39.1693440000216,-8.76604699982537,Santarém,Cartaxo,8,19,34.6,17,11.8,0.0,95.8396,17.5918,12.1172,24.232,12.0111,17.1203,4.148436,0
40.9453479999966,-8.55484499984317,Aveiro,Santa Maria da Feira,3,29,16.5,63,11.1,0.9,73.8745,1.2657,7.11,17.674,7.1074,0.6403,0.012356,1
41.7866666666667,-7.90944444444444,Vila Real,Montalegre,5,6,13.1,74,9.9,0.0,84.1053,3.0735,6.972,19.762,7.4091,2.6159,0.149193,1
39.0634649997287,-8.98461899995804,Lisboa,Alenquer,8,22,27.6,48,19.3,0.0,88.5625,9.225,9.081,22.972,9.1346,9.0887,1.352441,0
41.0721280002594,-8.64852499961853,Porto,Vila Nova de Gaia,2,24,16.2,56,22.5,0.5,85.5832,7.0986,7.0813,17.62,7.0791,6.3996,0.726881,1
41.7816666666667,-8.6525,Viana do Castelo,Ponte de Lima,7,31,21.4,48,19.1,0.0,87.4638,7.8024,8.7478,22.556,8.883,7.7519,1.020528,1
41.6441666666667,-8.17055555555556,Braga,Vieira do Minho,3,20,9.9,50,4.2,0.0,85.4486,2.7705,6.9375,16.486,6.9139,2.1485,0.105304,1
38.527364999983,-8.86233700010512,Setúbal,Setúbal,7,18,27.1,47,13.0,0.0,88.5353,6.6896,9.5102,23.582,9.5063,6.9668,0.844769,1
39.723269999822,-8.57551000012292,Santarém,Ourém,8,27,27.1,49,9.5,0.0,88.1414,5.2999,8.9691,22.882,9.06,5.4483,0.5467,0
41.3528960000144,-8.28124899970161,Braga,Vizela,1,29,10.4,53,14.5,0.0,85.2323,4.518,6.6654,16.576,6.663,3.9229,0.305672,0
37.105,-8.19888888888889,Faro,Albufeira,7,23,29.8,31,19.9,0.0,92.0522,15.6528,11.0074,24.068,10.9439,15.0698,3.30994,1
40.6638888888889,-8.62638888888889,Aveiro,Aveiro,8,17,23.1,73,16.1,3.4,78.1568,2.1488,4.8678,19.0027,5.9349,0.9979,0.027098,0
41.635,-8.03027777777778,Braga,Vieira do Minho,3,19,8.4,57,9.7,0.0,85.0477,3.4582,6.6963,16.216,6.6815,2.8586,0.174569,1
42.0178880000114,-8.59257699966431,Viana do Castelo,Valença,1,9,2.4,65,11.9,0.0,84.3381,3.5074,6.1508,15.136,6.1435,2.7656,0.16464,1
40.6175,-8.56194444444444,Aveiro,Aveiro,8,25,26.4,45,17.9,0.0,88.8152,8.9143,9.1225,22.756,9.1215,8.8193,1.282298,0
38.8860169998805,-9.16785300003158,Lisboa,Loures,7,29,24.9,58,28.3,0.0,86.5896,10.953,8.5646,23.186,8.9054,10.3854,1.712527,0
41.6040680000517,-7.45869299994575,Vila Real,Chaves,3,10,7.9,88,15.5,2.8,67.4998,1.2609,4.0354,13.9777,4.6875,0.5276,0.008772,0
41.748115000195,-7.35062000003126,Vila Real,Chaves,3,31,3.0,69,16.5,5.6,76.793,1.9699,3.1504,8.3992,3.2517,0.7141,0.014987,0
40.0281739997864,-8.83601699988047,Coimbra,Figueira da Foz,7,26,22.6,65,19.8,0.2,85.1909,5.8674,7.9481,22.772,8.489,5.8217,0.614767,1
41.8200299999449,-7.05900199996101,Bragança,Vinhais,4,26,11.7,75,10.5,1.1,68.7358,1.0201,6.7758,18.06,6.9927,0.512,0.008317,0
41.0677360000213,-7.49065799978044,Viseu,São João da Pesqueira,3,2,7.1,79,26.7,13.3,89.5878,15.5176,2.7288,0.982,2.0382,8.3869,1.173121,0
39.6308799997965,-8.37422300020854,Santarém,Tomar,8,30,24.5,27,6.9,0.0,91.2824,7.2895,9.8581,22.414,9.8133,7.6478,0.996396,0
42.0146219995287,-8.34065299987793,Viana do Castelo,Monção,3,7,10.2,45,6.8,1.3,73.9368,1.0221,7.0594,16.54,7.0291,0.5143,0.008383,0
38.5463869995541,-7.85295699993769,Évora,Évora,8,27,29.9,46,12.1,0.0,89.2093,7.0425,9.4559,23.386,9.4508,7.2806,0.913291,0
40.8384380001492,-8.41719499998622,Aveiro,Oliveira de Azeméis,3,18,18.9,56,4.0,0.0,85.7962,2.8789,7.5,18.106,7.4837,2.4066,0.128723,0
41.0874169998699,-8.48595200008816,Porto,Gondomar,8,6,26.7,57,9.4,0.0,86.8582,4.3901,8.4679,22.81,8.7837,4.4189,0.377377,0
39.2683870000309,-8.83144200007121,Santarém,Rio Maior,7,1,26.6,40,16.7,0.0,89.6797,9.4996,9.9033,23.492,9.8785,9.6547,1.505056,0
40.8653520001305,-8.2576679997974,Aveiro,Arouca,2,29,7.3,74,17.5,19.5,101.0,46.169,2.6334,1.018,1.9579,19.6978,5.317254,0
41.2294070000119,-8.66761799997754,Porto,Maia,4,21,16.2,70,13.2,1.0,72.5375,1.3289,7.2582,18.87,7.4003,0.6858,0.013953,0
40.1931699996524,-7.61960199991862,Castelo Branco,Covilhã,7,11,34.5,15,5.8,0.0,96.0146,13.3137,13.1067,24.914,12.9761,14.3294,3.027562,0
38.7394780000051,-8.93870600011614,Setúbal,Alcochete,7,10,34.1,18,14.2,0.0,95.5755,19.1536,12.7789,24.842,12.659,18.6412,4.822877,0
41.6722222222222,-8.15555555555556,Braga,Vieira do Minho,4,1,16.8,59,14.5,16.8,99.785,33.9711,4.1408,3.978,3.7291,18.4164,4.720415,1
40.2055100001229,-7.37045499987072,Castelo Branco,Fundão,8,8,31.5,28,8.7,0.0,92.7364,9.803,10.8457,23.674,10.7814,10.3157,1.692228,0
40.1646299997966,-7.40725200017293,Castelo Branco,Fundão,8,8,31.9,37,8.3,0.0,91.0888,7.6098,10.292,23.746,10.2541,8.115,1.106641,0
41.7297222222222,-8.44138888888889,Braga,Vila Verde,3,31,10.4,73,14.0,3.0,72.7953,1.3978,4.2538,14.0904,4.8484,0.5934,0.010798,0
40.5739569997787,-7.98610200007757,Viseu,Viseu,8,9,25.7,44,7.6,0.0,88.6203,5.1585,9.0983,22.63,9.0959,5.315,0.52325,1
40.9172650000122,-7.99780300034417,Viseu,Castro Daire,3,21,11.0,52,11.4,0.0,85.3996,3.9552,6.99,16.684,6.9684,3.4546,0.244083,1
39.0678850000434,-8.86450599988302,Lisboa,Azambuja,4,15,15.6,74,29.2,5.8,79.532,4.7223,3.9561,11.5838,4.2681,3.2876,0.223592,0
41.0269799995422,-7.90721300019158,Viseu,Lamego,3,15,10.5,79,11.0,0.0,83.1485,2.8648,6.4152,16.594,6.5245,2.167,0.106916,0
41.6836111111111,-7.35722222222222,Vila Real,Valpaços,3,24,11.9,69,0.8,0.0,84.7349,2.1157,6.687,16.846,6.7126,1.2196,0.03865,1
41.5094599999322,-8.74080199983385,Braga,Esposende,4,16,15.1,83,18.8,20.2,95.3728,23.4922,2.9825,3.672,2.6685,12.6862,2.440419,0
41.2228669998381,-8.51353299988641,Porto,Valongo,7,15,30.2,47,8.1,0.0,88.9994,5.5861,9.896,24.14,9.8844,5.9994,0.648366,0
41.7777299997542,-7.58533700002564,Vila Real,Boticas,3,23,12.1,50,4.6,0.0,85.6846,2.9214,7.125,16.882,7.1,2.3682,0.125106,1
40.6044444444444,-6.82861111111111,Guarda,Almeida,8,23,31.9,28,2.9,0.0,92.4923,7.0717,10.9052,23.746,10.8397,7.8127,1.034734,0
41.2330919996897,-7.81221499972873,Vila Real,Santa Marta de Penaguião,5,21,24.2,44,6.1,8.5,88.1601,4.4774,6.3672,10.1084,6.1592,3.7245,0.278846,0
39.6203180000517,-8.78677699989743,Leiria,Porto de Mós,3,15,15.6,56,16.0,0.0,85.4862,5.0474,7.2525,17.512,7.2363,4.6154,0.407578,1
41.0841666666667,-7.14694444444444,Guarda,Vila Nova de Foz Côa,4,3,17.5,55,8.9,0.0,85.8048,3.6897,8.0292,19.104,8.006,3.4524,0.24381,1
41.6708333333333,-8.61805555555556,Viana do Castelo,Ponte de Lima,4,4,17.5,51,18.3,0.1,86.4077,6.4494,8.2095,19.104,8.1759,6.2568,0.698408,0
40.9470750003391,-8.5950180000729,Aveiro,Santa Maria da Feira,7,7,30.3,41,10.3,0.0,90.1026,7.3108,10.3509,24.158,10.3184,7.8559,1.044886,0
42.0550869999992,-8.42523700025347,Viana do Castelo,Monção,3,31,24.6,41,5.0,0.0,88.7841,4.6327,8.5847,19.132,8.5308,4.6025,0.405574,1
41.5439600001441,-6.30448499997457,Bragança,Miranda do Douro,3,14,5.9,88,22.6,7.6,79.3224,3.3171,2.8475,5.6,2.7373,1.5088,0.05633,0
41.2746919997533,-8.45091699997584,Porto,Santo Tirso,8,20,20.1,69,7.3,0.0,85.0477,3.0642,7.3568,21.622,7.9506,2.7309,0.161002,1
40.3777777777778,-7.095,Guarda,Sabugal,4,9,13.2,78,7.4,2.1,69.4881,0.8936,5.2692,18.33,6.1317,0.4213,0.00589,0
41.6773120000627,-8.10366300000085,Braga,Vieira do Minho,3,20,9.9,50,4.2,0.0,85.4486,2.7705,6.9375,16.486,6.9139,2.1485,0.105304,1
41.5081730000178,-7.49895000033908,Vila Real,Vila Pouca de Aguiar,3,17,10.7,65,17.0,0.0,84.9384,4.9212,6.704,16.63,6.7004,4.319,0.362411,1
41.7611111111111,-7.70416666666667,Vila Real,Montalegre,8,12,28.1,32,1.8,0.0,90.7622,5.2349,10.0992,23.062,10.0564,5.6853,0.589495,1
41.0135249996185,-7.93578999996185,Viseu,Castro Daire,8,7,14.2,61,14.8,4.3,78.6059,2.0935,4.4352,15.8889,5.2245,0.918,0.023376,1
38.945517999861,-7.18580000003179,Portalegre,Elvas,7,26,27.9,42,7.7,0.0,89.3715,5.7749,9.9503,23.726,9.9279,6.2068,0.688574,1
38.9319659996033,-9.20215200000339,Lisboa,Mafra,4,20,12.9,89,22.2,11.9,83.9898,5.6248,2.8503,3.276,2.5088,3.2153,0.214962,0
40.817305000027,-8.3579270002577,Aveiro,Vale de Cambra,8,15,27.0,44,8.0,0.0,88.8781,5.462,9.2486,22.864,9.2434,5.6705,0.586788,1
40.9431750000848,-8.58371999998887,Aveiro,Santa Maria da Feira,4,26,14.7,75,11.8,1.6,71.0574,1.1738,6.3377,18.6,6.8447,0.5831,0.010469,0
39.7576280000475,-7.94674500041538,Castelo Branco,Proença-a-nova,7,31,30.5,35,12.4,0.0,91.2836,9.6192,10.8239,24.194,10.7709,10.1499,1.644402,0
39.8282229995728,-8.41695999999841,Leiria,Alvaiázere,3,7,11.1,38,5.7,0.6,74.2886,0.9835,7.2894,16.702,7.2486,0.5024,0.008044,0
41.2969799995422,-8.56071500036452,Porto,Trofa,5,2,14.8,54,6.2,0.3,85.5714,3.1171,7.9255,20.068,7.976,2.7985,0.168122,1
41.0539270000988,-8.23664299991396,Viseu,Cinfães,8,11,28.2,59,8.0,0.0,86.7743,4.0426,8.48,23.08,8.8401,4.0572,0.324435,1
41.9367379999161,-6.98151300006443,Bragança,Vinhais,3,21,7.2,48,7.1,0.0,85.4001,3.1849,6.7357,16.0,6.7119,2.5716,0.144756,1
41.4349030000634,-7.83897800021701,Vila Real,Mondim de Basto,3,23,12.3,65,15.8,0.0,85.0477,4.7026,6.7995,16.918,6.7972,4.143,0.336683,0
41.5569444444444,-7.82111111111111,Braga,Cabeceiras de Basto,3,31,20.1,45,14.3,0.0,87.6268,6.2705,7.9876,18.322,7.9473,6.0081,0.650037,1
41.1561449999279,-8.2407820002238,Porto,Penafiel,3,21,10.9,90,5.4,12.1,86.3231,3.3268,2.675,1.666,2.1204,1.2442,0.040046,0
40.8343000000053,-8.34653299967448,Aveiro,Vale de Cambra,3,15,13.8,57,14.9,0.0,85.1526,4.5595,7.0921,17.188,7.0776,4.0924,0.329428,1
40.4806470002068,-8.02717700004578,Viseu,Tondela,8,19,27.8,36,3.3,0.0,90.1439,5.1683,9.8184,23.008,9.7879,5.5347,0.562142,1
37.5933333333333,-8.805,Beja,Odemira,7,31,21.1,53,30.5,0.0,86.755,12.5276,8.4505,22.502,8.717,11.4882,2.047462,1
37.0952777777778,-8.23416666666667,Faro,Albufeira,8,18,26.7,39,16.0,0.0,89.8603,9.4109,9.5009,22.81,9.4818,9.4018,1.436004,0
39.7685949999756,-7.85161000000106,Castelo Branco,Proença-a-nova,8,2,33.3,21,14.1,0.0,94.7501,17.0236,11.6104,23.998,11.5201,16.4126,3.849761,0
41.7144444444444,-7.92055555555556,Vila Real,Montalegre,3,5,8.5,95,15.7,34.0,101.0,42.1657,2.3034,1.234,1.7068,17.9312,4.502521,0
39.5818249999152,-8.90041699998909,Leiria,Porto de Mós,3,20,11.6,37,23.6,0.0,87.5212,9.8689,7.3639,16.792,7.3209,8.7392,1.261762,1
40.6119540002611,-7.96414699978299,Viseu,Viseu,5,15,18.4,61,14.6,0.0,85.1993,4.5202,8.0021,20.716,8.1418,4.3723,0.370359,0
38.1686111111111,-7.72222222222222,Beja,Vidigueira,7,12,24.2,40,16.9,0.0,89.2147,8.9764,9.5651,23.06,9.548,9.0591,1.344639,1
41.601374999947,-8.21272699991862,Braga,Póvoa de Lanhoso,4,6,18.5,53,6.5,0.0,86.1508,3.432,8.2333,19.284,8.2027,3.2141,0.214816,1
